CC Number,Date,Time,Accident Type,New Georeferenced Column,Month_Year,Latitude,Longitude,Hour
18IR000326,2018-02-24,2/25/2018 3:10:00 AM,6,"(39.28391462, -76.61870867)",2018-02,39.28391462,-76.61870867,3.0
18CS00238168,2018-12-16,12/16/2018 1:28:00 PM,6,"(39.2943513066736, -76.5524230221761)",2018-12,39.2943513066736,-76.5524230221761,13.0
15CS00114533,2015-06-15,1:25:00 PM,6,"(39.24156021, -76.58075809)",2015-06,39.24156021,-76.58075809,13.0
12T011325,2012-08-22,0530,4,"(39.3205, -76.5334)",2012-08,39.3205,-76.5334,
17CS00149359,2017-08-07,8/11/2017 1:31:00 PM,3,"(39.13705394, -77.1625641)",2017-08,39.13705394,-77.1625641,13.0
18CS00219393,2018-11-15,11/23/2018 8:24:00 AM,6,"(39.1185492, -77.074977)",2018-11,39.1185492,-77.074977,8.0
15CS00123527,2015-06-27,12:46:00 PM,6,"(39.0827485, -76.9617167)",2015-06,39.0827485,-76.9617167,12.0
17CS00175220,2017-09-15,9/15/2017 7:58:00 AM,6,"(39.29055568, -76.53316498)",2017-09,39.29055568,-76.53316498,7.0
14CS00068155,2014-05-06,10:04:00 PM,6,"(38.992772, -76.3797)",2014-05,38.992772,-76.3797,22.0
15CS00090341,2015-05-13,8/22/2017 2:25:00 AM,6,"(39.32760865, -76.52522564)",2015-05,39.32760865,-76.52522564,2.0
16CS00094238,2016-05-19,5/19/2016 3:06:00 PM,3,"(39.01236483, -76.49571598)",2016-05,39.01236483,-76.49571598,15.0
17CS00199768,2017-10-22,10/31/2017 4:20:00 PM,3,"(39.240095, -76.609854)",2017-10,39.240095,-76.609854,16.0
17IR000300,2017-02-18,2/19/2017 6:18:00 AM,6,"(39.0741465, -76.9409868)",2017-02,39.0741465,-76.9409868,6.0
15CS00096257,2015-05-21,4:47:00 PM,6,"(39.27123486, -76.55621052)",2015-05,39.27123486,-76.55621052,16.0
P1900019534,2019-03-23,4/2/2019 3:04:00 AM,6,"(39.1853508156183, -76.6727126860629)",2019-03,39.1853508156183,-76.6727126860629,3.0
19CS00021664,2019-02-01,2/1/2019 10:23:00 AM,6,"(39.2706498, -76.6455055)",2019-02,39.2706498,-76.6455055,10.0
16B000608,2016-08-27,10/9/2016 5:35:00 AM,6,"(39.175776, -76.693326)",2016-08,39.175776,-76.693326,5.0
18CS00160782,2018-08-16,8/16/2018 3:57:00 AM,6,"(39.28067225, -76.55334053)",2018-08,39.28067225,-76.55334053,3.0
17IR000706,2017-04-12,4/13/2017 6:25:00 AM,6,"(39.26447101, -76.56517848)",2017-04,39.26447101,-76.56517848,6.0
13T006836,2013-05-18,0226,4,"(39.271211, -76.648838)",2013-05,39.271211,-76.648838,
14CS00194207,2014-11-21,5:19:00 PM,6,"(39.20764579, -76.58317208)",2014-11,39.20764579,-76.58317208,17.0
18CS00145839,2018-07-25,7/30/2018 10:37:00 AM,6,"(39.2647, -76.5626)",2018-07,39.2647,-76.5626,10.0
17CS00115103,2017-06-19,6/19/2017 8:58:00 AM,6,"(39.27041362, -76.64136529)",2017-06,39.27041362,-76.64136529,8.0
16CS00194969,2016-10-10,10/11/2016 6:16:00 PM,6,"(39.315919, -76.544753)",2016-10,39.315919,-76.544753,18.0
16CS00228451,2016-12-01,12/1/2016 6:38:00 PM,3,"(39.23425177, -76.61996529)",2016-12,39.23425177,-76.61996529,18.0
16CS00106988,2016-06-06,6/22/2016 8:31:00 AM,6,"(39.24085287, -76.59820855)",2016-06,39.24085287,-76.59820855,8.0
17CS00151733,2017-08-10,8/16/2017 7:10:00 PM,6,"(39.25858916, -76.67471722)",2017-08,39.25858916,-76.67471722,19.0
16CS00082154,2016-05-01,5/2/2016 11:53:00 PM,3,"(39.02178435, -76.42113447)",2016-05,39.02178435,-76.42113447,23.0
17B000227,2017-03-16,4/21/2017 10:14:00 PM,3,"(39.1799257, -76.67041495)",2017-03,39.1799257,-76.67041495,22.0
15CS00143451,2015-07-24,8/13/2015 5:14:00 PM,6,"(39.28383365, -76.6192317)",2015-07,39.28383365,-76.6192317,17.0
P1600000081,2016-01-02,1/12/2016 5:50:00 PM,3,"(39.19054315, -76.67629838)",2016-01,39.19054315,-76.67629838,17.0
15CS00021014,2015-02-04,8:37:00 AM,3,"(39.26223078, -76.57013655)",2015-02,39.26223078,-76.57013655,8.0
18CS00082167,2018-04-27,4/30/2018 11:52:00 AM,6,"(39.2629784, -76.60996199)",2018-04,39.2629784,-76.60996199,11.0
P1600023938,2016-04-04,4/4/2016 8:57:00 AM,6,"(39.18980724, -76.66266203)",2016-04,39.18980724,-76.66266203,8.0
14CS00142030,2014-08-31,6:33:00 PM,3,"(39.284503, -76.537815)",2014-08,39.284503,-76.537815,18.0
15CS00049797,2015-03-19,8:04:00 PM,6,"(39.2382723, -76.6091183)",2015-03,39.2382723,-76.6091183,20.0
18CS00243046,2018-12-24,12/24/2018 7:25:00 AM,3,"(39.0858838145463, -77.0231299825881)",2018-12,39.0858838145463,-77.0231299825881,7.0
16CS00216071,2016-11-11,11/27/2016 9:50:00 PM,6,"(39.27030461, -76.63822174)",2016-11,39.27030461,-76.63822174,21.0
18CS00092081,2018-05-11,5/11/2018 8:25:00 AM,6,"(39.40032097, -76.445961)",2018-05,39.40032097,-76.445961,8.0
16CS00156298,2016-08-14,8/14/2016 9:07:00 AM,3,"(39.26876176, -76.63093016)",2016-08,39.26876176,-76.63093016,9.0
17CS00154744,2017-08-15,8/16/2017 9:20:00 AM,6,"(39.23095982, -76.64392814)",2017-08,39.23095982,-76.64392814,9.0
15CS00053652,2015-03-24,11:45:00 PM,6,"(39.21405924, -76.55336738)",2015-03,39.21405924,-76.55336738,23.0
18CS00204809,2018-10-23,5:24:00 AM,3,"(39.083299872775, -76.9645751562475)",2018-10,39.083299872775,-76.9645751562475,5.0
18CS00173740,2018-09-04,5:41:00 PM,6,"(39.26462079, -76.56275116)",2018-09,39.26462079,-76.56275116,17.0
17CS00180381,2017-09-23,9/24/2017 11:33:00 AM,3,"(39.00484499, -76.40128613)",2017-09,39.00484499,-76.40128613,11.0
16CS00164237,2016-08-26,8/29/2016 3:10:00 PM,6,"(39.3007911, -76.54727742)",2016-08,39.3007911,-76.54727742,15.0
15CS00121414,2015-06-24,7/8/2015 4:35:00 PM,3,"(39.3149525, -76.5375145)",2015-06,39.3149525,-76.5375145,16.0
12T009688,2012-07-19,2342,4,"(39.228801, -76.625733)",2012-07,39.228801,-76.625733,
13T013510,2013-09-11,0448,5,"(39.240996, -76.589702)",2013-09,39.240996,-76.589702,
16CS00158195,2016-08-17,11/30/2016 10:20:00 AM,6,"(39.576602, -76.1160573)",2016-08,39.576602,-76.1160573,10.0
18CS00031836,2018-02-16,2/16/2018 10:32:00 PM,3,"(39.24091416, -76.59412488)",2018-02,39.24091416,-76.59412488,22.0
P1800040519,2018-06-03,6/3/2018 11:17:00 AM,6,"(39.1916685, -76.6760135)",2018-06,39.1916685,-76.6760135,11.0
17CS00138449,2017-07-22,7/23/2017 8:53:00 PM,3,"(39.28183643, -76.53549045)",2017-07,39.28183643,-76.53549045,20.0
16CS00143963,2016-07-27,7/30/2016 6:04:00 AM,3,"(38.97955969, -76.32152125)",2016-07,38.97955969,-76.32152125,6.0
17CS00106619,2017-06-05,6/11/2017 3:41:00 PM,6,"(39.1261928, -77.1045855)",2017-06,39.1261928,-77.1045855,15.0
15CS00195959,2015-10-09,10/29/2015 5:55:00 AM,6,"(39.26327744, -76.56737924)",2015-10,39.26327744,-76.56737924,5.0
P1700083567,2017-11-13,11/19/2017 10:58:00 AM,6,"(39.18993821, -76.65949702)",2017-11,39.18993821,-76.65949702,10.0
16CS00222248,2016-11-21,11/22/2016 4:33:00 PM,6,"(39.26528765, -76.59316063)",2016-11,39.26528765,-76.59316063,16.0
15CS00161402,2015-08-20,8/24/2015 3:58:00 PM,3,"(39.06442324, -76.91207528)",2015-08,39.06442324,-76.91207528,15.0
17CS00141146,2017-07-26,8/1/2017 6:19:00 PM,6,"(39.162, -76.3344)",2017-07,39.162,-76.3344,18.0
13T000806,2013-01-19,1313,5,"(39.285358, -76.534384)",2013-01,39.285358,-76.534384,
16CS00079380,2016-04-27,4/27/2016 11:16:00 AM,3,"(39.28389697, -76.55351892)",2016-04,39.28389697,-76.55351892,11.0
16CS00159139,2016-08-18,8/26/2016 9:05:00 PM,6,"(39.00882594, -76.40437603)",2016-08,39.00882594,-76.40437603,21.0
P1600067424,2016-09-09,9/19/2016 10:47:00 PM,6,"(39.17943294, -76.66979805)",2016-09,39.17943294,-76.66979805,22.0
16CS00185753,2016-09-26,10/20/2016 12:17:00 PM,3,"(39.01448225, -76.40761077)",2016-09,39.01448225,-76.40761077,12.0
13E002111,2013-04-09,845,4,"(39.077583, -76.951253)",2013-04,39.077583,-76.951253,
13P011232,2013-06-07,0532,5,"(39.246527, -76.580383)",2013-06,39.246527,-76.580383,
17CS00170837,2017-09-08,10/11/2017 6:55:00 AM,3,"(39.25965872, -76.56768769)",2017-09,39.25965872,-76.56768769,6.0
15CS00063331,2015-04-06,2:25:00 PM,3,"(39.07091222, -76.88766718)",2015-04,39.07091222,-76.88766718,14.0
14CS00184134,2014-11-09,5:37:00 PM,6,"(39.2409287, -76.58560753)",2014-11,39.2409287,-76.58560753,17.0
15CS00028384,2015-02-15,3:16:00 AM,6,"(39.284615, -76.536157)",2015-02,39.284615,-76.536157,3.0
15CS00221071,2015-11-16,12/5/2015 11:57:00 AM,6,"(39.2689092, -76.5577662)",2015-11,39.2689092,-76.5577662,11.0
P1600072492,2016-09-30,9/30/2016 10:19:00 AM,6,"(39.18180523, -76.66922271)",2016-09,39.18180523,-76.66922271,10.0
17CS00202748,2017-10-26,10/27/2017 6:11:00 PM,6,"(39.26046, -76.57722)",2017-10,39.26046,-76.57722,18.0
18CS00007487,2018-01-11,1/12/2018 6:14:00 PM,6,"(39.276013, -76.6204)",2018-01,39.276013,-76.6204,18.0
15CS00059379,2015-01-04,12:10:00 AM,6,"(39.26573, -76.561483)",2015-01,39.26573,-76.561483,0.0
18CS00151346,2018-08-02,8/2/2018 10:45:00 AM,6,"(39.28454782, -76.54471993)",2018-08,39.28454782,-76.54471993,10.0
18CS00138432,2018-07-14,7/16/2018 8:25:00 AM,3,"(39.12841645, -77.1731253)",2018-07,39.12841645,-77.1731253,8.0
P1700061086,2017-08-19,8/20/2017 8:17:00 PM,6,"(39.18143827, -76.67199343)",2017-08,39.18143827,-76.67199343,20.0
P1600066428,2016-09-06,9/12/2016 8:31:00 PM,3,"(39.1744858, -76.648109)",2016-09,39.1744858,-76.648109,20.0
16CS00238085,2016-12-17,1/9/2017 10:12:00 PM,6,"(39.07989086, -76.95609033)",2016-12,39.07989086,-76.95609033,22.0
16CS00239144,2016-12-19,12/20/2016 9:32:00 AM,6,"(39.094662, -77.030129)",2016-12,39.094662,-77.030129,9.0
12L007075,2012-08-26,2053,4,"(39.013371, -76.409511)",2012-08,39.013371,-76.409511,0.0
14CS00170161,2014-10-15,6:49:00 AM,6,"(39.32535125, -76.52750015)",2014-10,39.32535125,-76.52750015,6.0
17IR000691,2017-04-10,4/10/2017 11:19:00 AM,3,"(39.24113643, -76.58348322)",2017-04,39.24113643,-76.58348322,11.0
17CS00241444,2017-12-22,12/29/2017 4:30:00 PM,6,"(39.2627863, -76.5688705)",2017-12,39.2627863,-76.5688705,16.0
17IR000813,2017-05-02,5/3/2017 7:45:00 AM,6,"(39.24079575, -76.58959866)",2017-05,39.24079575,-76.58959866,7.0
17CS00154219,2017-08-14,8/24/2017 12:30:00 PM,6,"(39.56593886, -76.07824087)",2017-08,39.56593886,-76.07824087,12.0
16CS00046454,2016-03-12,3/12/2016 3:15:00 PM,3,"(39.21861439, -76.70006275)",2016-03,39.21861439,-76.70006275,15.0
18CS00125010,2018-06-26,6/26/2018 7:30:00 AM,6,"(39.3147241, -76.53827056)",2018-06,39.3147241,-76.53827056,7.0
16CS00076528,2016-04-23,4/29/2016 11:25:00 AM,6,"(39.65080806, -77.36885816)",2016-04,39.65080806,-77.36885816,11.0
14CS00195842,2014-11-24,11:12:00 AM,6,"(39.12956921, -77.16398835)",2014-11,39.12956921,-77.16398835,11.0
17CS00103111,2017-05-31,6/1/2017 4:17:00 PM,6,"(39.26711506, -76.61820173)",2017-05,39.26711506,-76.61820173,16.0
12E005297,2012-07-31,0824,5,"(39.135229, -77.146044)",2012-07,39.135229,-77.146044,
15CS00091156,2015-05-14,9:10:00 AM,3,"(39.20789935, -76.58268929)",2015-05,39.20789935,-76.58268929,9.0
18CS00195509,2018-10-08,1899-12-31T18:50:00.000,3,"(39.2855402, -76.5536929)",2018-10,39.2855402,-76.5536929,18.0
P1800086817,2018-12-07,1/9/2019 10:15:00 PM,3,"(39.1918214201747, -76.6568570568249)",2018-12,39.1918214201747,-76.6568570568249,22.0
17CS00163812,2017-08-27,8/28/2017 9:56:00 PM,6,"(39.2435, -76.5781)",2017-08,39.2435,-76.5781,21.0
12T011304,2012-08-21,1512,5,"(39.2628, -76.6725)",2012-08,39.2628,-76.6725,
13T000395,2013-01-09,1629,4,"(39.262901, -76.586688)",2013-01,39.262901,-76.586688,
12L008387,2012-10-12,1159,5,"(39.004403, -76.401654)",2012-10,39.004403,-76.401654,
15CS00124061,2015-06-28,1:49:00 PM,6,"(39.26684926, -76.61367416)",2015-06,39.26684926,-76.61367416,13.0
16CS00088580,2016-05-11,5/28/2016 3:38:00 PM,6,"(39.28454782, -76.54097557)",2016-05,39.28454782,-76.54097557,15.0
18CS00193031,2018-10-05,12:42:00 AM,6,"(39.3169315315446, -76.5349725920354)",2018-10,39.3169315315446,-76.5349725920354,0.0
17IR000931,2017-05-08,5/8/2017 4:17:00 PM,6,"(39.240986, -76.585318)",2017-05,39.240986,-76.585318,16.0
14CS00167027,2014-10-09,4:10:00 PM,6,"(39.26587325, -76.54737532)",2014-10,39.26587325,-76.54737532,16.0
17IR000808,2017-04-23,4/23/2017 5:32:00 PM,6,"(39.26113426, -76.57865524)",2017-04,39.26113426,-76.57865524,17.0
12E005717,2012-08-14,1512,4,"(39.08808, -77.003666)",2012-08,39.08808,-77.003666,
12T013731,2012-10-15,1610,4,"(39.2716, -76.5556)",2012-10,39.2716,-76.5556,
18CS00163040,2018-08-19,8/24/2018 1:49:00 PM,6,"(39.26362607, -76.56734217)",2018-08,39.26362607,-76.56734217,13.0
18CS00133914,2018-07-08,7/8/2018 12:56:00 PM,6,"(39.27055378, -76.62337303)",2018-07,39.27055378,-76.62337303,12.0
16CS00120466,2016-06-25,6/26/2016 5:45:00 AM,6,"(39.2662078, -76.66585118)",2016-06,39.2662078,-76.66585118,5.0
14CS00131552,2014-08-15,10:42:00 AM,3,"(39.55400621, -76.10074997)",2014-08,39.55400621,-76.10074997,10.0
17CS00201089,2017-10-24,11/8/2017 8:30:00 AM,6,"(39.1263857, -77.102705)",2017-10,39.1263857,-77.102705,8.0
13T013854,2013-09-17,0537,5,"(39.240884, -76.590724)",2013-09,39.240884,-76.590724,
12L005388,2012-07-02,1229,4,"(39.00058, -76.399267)",2012-07,39.00058,-76.399267,
P1500063690,2015-09-13,9/13/2015 8:35:00 AM,6,"(39.17891314, -76.66637421)",2015-09,39.17891314,-76.66637421,8.0
15CS00082255,2015-05-02,8:56:00 AM,6,"(39.2679778, -76.5603968)",2015-05,39.2679778,-76.5603968,8.0
14CS00107982,2014-07-07,9:44:00 PM,3,"(39.269391, -76.657472)",2014-07,39.269391,-76.657472,21.0
13T018885,2013-12-12,1600,4,"(39.272514, -76.621978)",2013-12,39.272514,-76.621978,
18CS00023804,2018-02-02,2/5/2018 4:14:00 PM,6,"(39.24070331, -76.60449967)",2018-02,39.24070331,-76.60449967,16.0
16CS00189265,2016-10-02,3/13/2018 3:30:00 AM,3,"(39.00223641, -76.4003326)",2016-10,39.00223641,-76.4003326,3.0
P1700072697,2017-10-02,10/3/2017 7:18:00 AM,6,"(39.19163661, -76.6815877)",2017-10,39.19163661,-76.6815877,7.0
14CS00139933,2014-08-28,9:47:00 AM,3,"(39.27264488, -76.62191927)",2014-08,39.27264488,-76.62191927,9.0
12B034767,2012-10-28,1230,4,"(39.179468, -76.669221)",2012-10,39.179468,-76.669221,
16CS00063230,2016-04-05,4/5/2016 3:14:00 PM,6,"(39.26377481, -76.58874571)",2016-04,39.26377481,-76.58874571,15.0
18CS00225441,2018-11-25,11/26/2018 10:13:00 PM,6,"(39.0733, -76.9289)",2018-11,39.0733,-76.9289,22.0
16CS00020519,2016-02-02,2/2/2016 7:40:00 AM,6,"(39.02317321, -76.42638221)",2016-02,39.02317321,-76.42638221,7.0
17CS00016871,2017-01-25,1/25/2017 5:53:00 PM,6,"(39.28409109, -76.54642582)",2017-01,39.28409109,-76.54642582,17.0
16CS00080400,2016-04-28,5/5/2016 11:02:00 PM,6,"(39.247601, -76.575654)",2016-04,39.247601,-76.575654,23.0
17CS00165863,2017-08-31,8/31/2017 5:34:00 AM,6,"(39.22242952, -76.69098616)",2017-08,39.22242952,-76.69098616,5.0
13T008680,2013-06-20,0541,4,"(39.269284, -76.557477)",2013-06,39.269284,-76.557477,
15CS00072863,2015-04-18,12:51:00 PM,6,"(39.25924024, -76.67469978)",2015-04,39.25924024,-76.67469978,12.0
17B000128,2017-02-17,2/17/2017 1:34:00 AM,3,"(39.18664106, -76.68045849)",2017-02,39.18664106,-76.68045849,1.0
13T000661,2013-01-16,0547,4,"(39.285389, -76.534646)",2013-01,39.285389,-76.534646,
18CS00188842,2018-09-29,2:19:00 AM,6,"(39.27077125, -76.55707659)",2018-09,39.27077125,-76.55707659,2.0
18CS00015454,2018-01-22,2/5/2018 7:30:00 PM,6,"(39.26648378, -76.56183243)",2018-01,39.26648378,-76.56183243,19.0
18CS00120898,2018-06-20,6/20/2018 12:00:00 PM,6,"(39.20699994, -76.57536618)",2018-06,39.20699994,-76.57536618,12.0
18CS00001629,2018-01-03,1/3/2018 10:25:00 AM,6,"(38.36455372, -76.97546124)",2018-01,38.36455372,-76.97546124,10.0
15CS00180232,2015-09-15,9/19/2015 4:39:00 PM,6,"(39.2671649, -76.60231233)",2015-09,39.2671649,-76.60231233,16.0
18CS00054062,2018-03-19,3/27/2018 9:19:00 AM,3,"(39.29789146, -76.53059006)",2018-03,39.29789146,-76.53059006,9.0
13B019700,2013-10-01,2104,4,"(39.188011, -76.681888)",2013-10,39.188011,-76.681888,0.0
12T012966,2012-09-28,0604,4,"(39.2701, -76.6578)",2012-09,39.2701,-76.6578,
17CS00140419,2017-07-25,7/26/2017 5:56:00 PM,3,"(39.12667289, -77.11789727)",2017-07,39.12667289,-77.11789727,17.0
15CS00141286,2015-07-21,7/21/2015 1:52:00 PM,6,"(39.26942417, -76.63468122)",2015-07,39.26942417,-76.63468122,13.0
13L003330,2013-04-13,1355,5,"(39.009022, -76.404519)",2013-04,39.009022,-76.404519,
16CS00201017,2016-10-20,10/20/2016 9:35:00 AM,3,"(39.27095766, -76.65133372)",2016-10,39.27095766,-76.65133372,9.0
17CS00170014,2017-09-06,9/6/2017 4:43:00 PM,6,"(39.2851042, -76.53468847)",2017-09,39.2851042,-76.53468847,16.0
18CS00079930,2018-04-24,4/24/2018 8:30:00 AM,6,"(39.26986439, -76.63669825)",2018-04,39.26986439,-76.63669825,8.0
17IR000198,2017-02-04,2/5/2017 10:40:00 PM,6,"(39.281317, -76.549615)",2017-02,39.281317,-76.549615,22.0
16CS00180215,2016-09-17,9/18/2016 7:11:00 PM,6,"(39.0097138, -76.40491247)",2016-09,39.0097138,-76.40491247,19.0
12L009455,2012-11-20,1626,5,"(38.9872643, -76.3512388)",2012-11,38.9872643,-76.3512388,
18CS00096001,2018-05-16,5/18/2018 11:52:00 PM,6,"(39.27491424, -76.62085176)",2018-05,39.27491424,-76.62085176,23.0
15CS00041957,2015-03-09,7:32:00 AM,6,"(39.24033042, -76.60897493)",2015-03,39.24033042,-76.60897493,7.0
18CS00049152,2018-03-12,3/13/2018 1:30:00 PM,6,"(39.28633321, -76.55370802)",2018-03,39.28633321,-76.55370802,13.0
16CS00111004,2016-06-11,6/12/2016 1:48:00 PM,6,"(39.22178953, -76.7171967)",2016-06,39.22178953,-76.7171967,13.0
16CS00178124,2016-09-14,9/15/2016 9:45:00 PM,3,"(39.24088715, -76.59684464)",2016-09,39.24088715,-76.59684464,21.0
17CS00225568,2017-11-29,11/29/2017 6:40:00 AM,6,"(39.2651049, -76.55874252)",2017-11,39.2651049,-76.55874252,6.0
13E007559,2013-12-07,0930,4,"(39.128648, -77.167933)",2013-12,39.128648,-77.167933,
17CS00095072,2017-05-19,5/19/2017 4:20:00 PM,6,"(39.2697847, -76.6366882)",2017-05,39.2697847,-76.6366882,16.0
13L004091,2013-05-04,1139,4,"(39.012952, -76.407533)",2013-05,39.012952,-76.407533,
19CS00022314,2019-02-02,2/2/2019 5:39:00 PM,6,"(39.2677361183507, -76.6219042518082)",2019-02,39.2677361183507,-76.6219042518082,17.0
15CS00010704,2015-01-18,3:51:00 PM,6,"(39.02291795, -76.42707825)",2015-01,39.02291795,-76.42707825,15.0
18CS00183793,2018-09-20,5:56:00 PM,6,"(39.2408158, -76.5886687)",2018-09,39.2408158,-76.5886687,17.0
13L006598,2013-07-03,1203,4,"(39.009038, -76.404456)",2013-07,39.009038,-76.404456,
15CS00143130,2015-07-25,7/26/2015 6:58:00 AM,6,"(39.26920821, -76.63317919)",2015-07,39.26920821,-76.63317919,6.0
13T013157,2013-09-04,1754,0,"(39.222606, -76.718602)",2013-09,39.222606,-76.718602,0.0
18CS00197608,2018-10-11,9:15:00 PM,3,"(39.119874324276, -77.0811799621382)",2018-10,39.119874324276,-77.0811799621382,21.0
15CS00047586,2015-03-17,8:16:00 AM,3,"(39.5648254, -76.08066559)",2015-03,39.5648254,-76.08066559,8.0
16CS00206500,2016-10-28,10/30/2016 5:02:00 AM,6,"(39.34745735, -76.5047121)",2016-10,39.34745735,-76.5047121,5.0
17IR000212,2017-02-06,2/9/2017 3:55:00 PM,6,"(39.1357, -76.4013)",2017-02,39.1357,-76.4013,15.0
15CS00088506,2015-05-10,5:31:00 PM,6,"(39.08651999, -76.97830439)",2015-05,39.08651999,-76.97830439,17.0
14CS00095251,2014-06-18,12:17:00 PM,6,"(39.280296, -76.553206)",2014-06,39.280296,-76.553206,12.0
15CS00148162,2015-07-31,8/15/2015 7:14:00 PM,3,"(39.230419, -76.6498667)",2015-07,39.230419,-76.6498667,19.0
19CS00058099,2019-03-25,3/25/2019 11:51:00 AM,3,"(39.268606, -76.630338)",2019-03,39.268606,-76.630338,11.0
16CS00076296,2016-04-23,4/23/2016 1:05:00 AM,6,"(39.230611, -76.510608)",2016-04,39.230611,-76.510608,1.0
14CS00126645,2014-08-07,10:20:00 AM,6,"(39.07436055, -76.91558361)",2014-08,39.07436055,-76.91558361,10.0
18CS00187783,2018-09-27,12:00:00 PM,3,"(39.26637627, -76.56238216)",2018-09,39.26637627,-76.56238216,12.0
19CS00048276,2019-03-12,3/16/2019 4:09:00 PM,6,"(39.2218261471639, -76.5219458274655)",2019-03,39.2218261471639,-76.5219458274655,16.0
P1700045261,2017-06-30,7/28/2017 4:28:00 PM,6,"(39.20831917, -76.67552054)",2017-06,39.20831917,-76.67552054,16.0
16CS00132317,2016-07-11,7/22/2016 11:45:00 AM,6,"(39.01376534, -76.40684903)",2016-07,39.01376534,-76.40684903,11.0
14CS00159078,2014-09-26,6:10:00 PM,6,"(39.27217964, -76.55481577)",2014-09,39.27217964,-76.55481577,18.0
P1600081907,2016-11-07,12/6/2016 7:28:00 AM,6,"(39.17965229, -76.66843683)",2016-11,39.17965229,-76.66843683,7.0
18CS00000038,2018-01-01,1/2/2018 12:50:00 AM,3,"(39.2692902369206, -76.6333186626434)",2018-01,39.2692902369206,-76.6333186626434,0.0
13T001669,2013-02-05,2058,4,"(39.271035, -76.648431)",2013-02,39.271035,-76.648431,0.0
18CS00231207,2018-12-05,12/5/2018 9:00:00 AM,3,"(39.2659493, -76.5954147)",2018-12,39.2659493,-76.5954147,9.0
14CS00089573,2014-06-09,6:11:00 PM,6,"(39.274723, -76.621056)",2014-06,39.274723,-76.621056,18.0
15CS00221138,2015-11-16,11/16/2015 8:02:00 PM,6,"(39.13568604, -77.14442968)",2015-11,39.13568604,-77.14442968,20.0
14CS00204832,2014-12-09,5:45:00 PM,3,"(39.27038766, -76.64096832)",2014-12,39.27038766,-76.64096832,17.0
13B017317,2013-05-12,0830,4,"(39.191244, -76.660119)",2013-05,39.191244,-76.660119,
14CS00102633,2014-06-29,6:54:00 PM,6,"(39.20672494, -76.60378754)",2014-06,39.20672494,-76.60378754,18.0
P1500082518,2015-12-01,12/1/2015 6:24:00 AM,6,"(39.1848652, -76.689839)",2015-12,39.1848652,-76.689839,6.0
18CS00185323,2018-09-23,11:45:00 AM,3,"(39.36484122, -76.43233419)",2018-09,39.36484122,-76.43233419,11.0
14CS00129215,2014-08-11,1:40:00 PM,6,"(39.01004727, -76.40512705)",2014-08,39.01004727,-76.40512705,13.0
P1800030494,2018-04-28,4/28/2018 4:43:00 PM,6,"(39.1774, -76.6684)",2018-04,39.1774,-76.6684,16.0
17IR000335,2017-02-23,2/28/2017 1:28:00 PM,6,"(39.07435847, -76.95527628)",2017-02,39.07435847,-76.95527628,13.0
13T009769,2013-07-10,0825,5,"(39.267045, -76.664056)",2013-07,39.267045,-76.664056,
16CS00118572,2016-06-22,7/5/2016 4:20:00 PM,6,"(39.59269276, -76.06714725)",2016-06,39.59269276,-76.06714725,16.0
P1500086463,2015-12-17,12/23/2015 8:14:00 PM,6,"(39.17066245, -76.69447303)",2015-12,39.17066245,-76.69447303,20.0
17CS00221118,2017-11-22,12/4/2017 1:00:00 PM,3,"(39.2347161, -76.61951602)",2017-11,39.2347161,-76.61951602,13.0
15CS00232359,2015-12-03,12/3/2015 11:23:00 AM,3,"(39.26262951, -76.58895493)",2015-12,39.26262951,-76.58895493,11.0
16CS00089849,2016-05-13,5/15/2016 8:35:00 AM,6,"(39.23067414, -76.62275344)",2016-05,39.23067414,-76.62275344,8.0
P1800054954,2018-07-23,7/24/2018 10:51:00 PM,6,"(39.1848073, -76.6755165)",2018-07,39.1848073,-76.6755165,22.0
15CS00037531,2015-03-01,12:41:00 PM,3,"(39.089768, -77.027721)",2015-03,39.089768,-77.027721,12.0
19CS00040491,2019-03-01,3/4/2019 1:20:00 PM,6,"(39.2421661182663, -76.6076583452822)",2019-03,39.2421661182663,-76.6076583452822,13.0
15CS00149875,2015-08-03,8/4/2015 1:56:00 PM,6,"(38.99619034, -76.38950318)",2015-08,38.99619034,-76.38950318,13.0
16CS00181721,2016-09-20,9/20/2016 9:28:00 AM,6,"(39.23408, -76.66339)",2016-09,39.23408,-76.66339,9.0
15CS00000167,2015-01-01,6:06:00 AM,6,"(39.30631555, -76.53067991)",2015-01,39.30631555,-76.53067991,6.0
18CS00185805,2018-09-24,9:02:00 AM,6,"(39.22005097, -76.52444752)",2018-09,39.22005097,-76.52444752,9.0
15CS00184679,2015-09-22,10/29/2015 9:32:00 AM,6,"(39.27144251, -76.55622125)",2015-09,39.27144251,-76.55622125,9.0
17CS00130132,2017-07-11,7/20/2017 10:52:00 AM,3,"(39.29269692, -76.53184533)",2017-07,39.29269692,-76.53184533,10.0
14CS00085456,2014-06-03,7:50:00 AM,6,"(39.26831245, -76.62835121)",2014-06,39.26831245,-76.62835121,7.0
19CS00028744,2019-02-13,2/13/2019 7:55:00 AM,6,"(39.2284271043578, -76.4178405026448)",2019-02,39.2284271043578,-76.4178405026448,7.0
17CS00000885,2017-01-02,1/17/2017 6:16:00 PM,6,"(38.36325192, -76.98455125)",2017-01,38.36325192,-76.98455125,18.0
